"EnsemblID","Type","negCorr","posCorr","minFeature","maxFeature","numFeatures","numSigFeatures","Symbol","EntrezID","corDiff"
"ENSG00000183726","Exon",-0.61717232394662,0.367934386068315,"e18435","e18428",16,16,"TMEM50A",23585,0.985106710014935
"ENSG00000188672","Exon",-0.159174589746103,0.502091954987586,"e18455","e18443",30,19,"RHCE",6006,0.661266544733689
"ENSG00000255054","Exon",-0.422381364817567,0.19016518022751,"e18708","e18714",5,3,"",NA,0.612546545045077
"ENSG00000127423","Exon",-0.195841555964825,0.135813455304455,"e18859","e18855",7,6,"AUNIP",79000,0.33165501126928
"ENSG00000236782","Exon",-0.396926812812992,0.29295682381961,"e19041","e19035",12,12,"",NA,0.689883636632602
"ENSG00000130695","Exon",-0.133255597892693,0.0394751800303689,"e19245","e19272",27,19,"CEP85",64793,0.172730777923062
"ENSG00000117682","Exon",-0.234881243819977,0.195725669584334,"e19656","e19765",51,44,"DHDDS",79947,0.430606913404311
"ENSG00000117676","Exon",-0.0454124822311901,0.510196040470332,"e19975","e19867",62,53,"RPS6KA1",6195,0.555608522701522
"ENSG00000204160","Exon",-0.217756686487752,0.532557620098202,"e20198","e20218",17,8,"ZDHHC18",84243,0.750314306585955
"ENSG00000090273","Exon",-0.0951691589230735,0.660273979917471,"e20273","e20269",15,13,"NUDC",10726,0.755443138840544
"ENSG00000227050","Exon",-0.192366333227621,0.221032941527461,"e21077","e21080",5,4,"",NA,0.413399274755082
"ENSG00000126698","Exon",-0.134401408125961,0.255016909280751,"e21241","e21249",20,16,"DNAJC8",22826,0.389418317406712
"ENSG00000130770","Exon",-0.377775902355279,0.454281880142725,"e21280","e21273",9,9,"ATPIF1",93974,0.832057782498004
"ENSG00000159023","Exon",-0.474026511276154,0.444508773109088,"e21852","e21714",40,38,"EPB41",2035,0.918535284385242
"ENSG00000253304","Exon",-0.094483282037785,0.537440253358792,"e21883","e21884",4,3,"TMEM200B",399474,0.631923535396577
"ENSG00000060656","Exon",-0.252911733856295,0.169379916909225,"e22151","e22258",55,52,"PTPRU",10076,0.422291650765521
"ENSG00000162510","Exon",-0.169843928371121,0.36117366943625,"e22298","e22292",12,12,"MATN1",4146,0.531017597807371
"ENSG00000162511","Exon",-0.0434949358991011,0.096507452583602,"e22333","e22324",12,11,"LAPTM5",7805,0.140002388482703
"ENSG00000121764","Exon",-0.726926047388115,0.575966883306369,"e22943","e22966",17,17,"HCRTR1",3061,1.30289293069448
"ENSG00000162517","Exon",-0.414470571456047,0.585353860421714,"e22999","e22975",21,20,"PEF1",553115,0.999824431877761
"ENSG00000121753","Exon",-0.0255676823907009,0.337029280591826,"e23779","e23437",66,58,"BAI2",576,0.362596962982527
"ENSG00000025800","Exon",-0.123868185553011,0.347634629307953,"e24131","e24128",25,22,"KPNA6",23633,0.471502814860964
"ENSG00000250135","Exon",-0.0565505592655364,0.310561887991503,"e24189","e24190",2,2,"",NA,0.36711244725704
"ENSG00000160055","Exon",-0.391606492592786,0.385851828614726,"e24326","e24284",37,23,"TMEM234",56063,0.777458321207512
"ENSG00000225828","Exon",-0.234544385023785,0.277206514484721,"e24607","e24605",10,10,"FAM229A",100128071,0.511750899508506
"ENSG00000160058","Exon",-0.0454830623590989,0.240017005023329,"e24614","e24661",45,34,"BSDC1",55108,0.285500067382428
"ENSG00000176261","Exon",-0.658078978909839,0.539263205949291,"e24774","e24795",33,31,"ZBTB8OS",339487,1.19734218485913
"ENSG00000162520","Exon",-0.558098363806596,0.288132849958574,"e24996","e24994",11,7,"SYNC",81493,0.84623121376517
"ENSG00000162522","Exon",-0.588489329897423,0.294689226267584,"e25031","e25015",13,8,"KIAA1522",57648,0.883178556165007
"ENSG00000160097","Exon",-0.320339968463473,0.413093235868257,"e25177","e25154",18,17,"FNDC5",252995,0.73343320433173
"ENSG00000121905","Exon",-0.0350764712426826,0.62862438843967,"e25179","e25193",10,10,"HPCA",3208,0.663700859682353
"ENSG00000004455","Exon",-0.257698931500439,0.554337153270958,"e25276","e25297",32,9,"AK2",204,0.812036084771397
"ENSG00000134686","Exon",-0.554350184392726,0.388353341185346,"e25626","e25571",39,25,"PHC2",1912,0.942703525578071
"ENSG00000163866","Exon",-0.0184201335127206,0.638964774478122,"e25933","e25939",16,14,"SMIM12",113444,0.657384907990843
"ENSG00000054116","Exon",-0.0298584217219606,0.299674369664765,"e26796","e26810",17,11,"TRAPPC3",27095,0.329532791386726
"ENSG00000116871","Exon",-0.300650365077111,0.453215409273251,"e26819","e26839",44,42,"MAP7D1",55700,0.753865774350362
"ENSG00000116922","Exon",-0.0328012091944267,0.0469464307344604,"e27691","e27672",31,23,"C1orf109",54955,0.079747639928887
"ENSG00000196449","Exon",-0.378462469574042,0.201985404189449,"e27888","e27884",5,4,"YRDC",79693,0.580447873763491
"ENSG00000204084","Exon",-0.407030789930947,0.433137364562631,"e27919","e27936",43,34,"INPP5B",3633,0.840168154493579
"ENSG00000214114","Exon",-0.122389359912581,0.384782963339709,"e28218","e28227",21,3,"MYCBP",100527950,0.507172323252291
"ENSG00000127603","Exon",-0.330500951429339,0.686116816787068,"e29043","e28518",166,58,"MACF1",23499,1.01661776821641
"ENSG00000084072","Exon",-0.489197310684561,0.485091491053075,"e29692","e29616",36,30,"PPIE",10450,0.974288801737636
"ENSG00000168389","Exon",-0.129532757747409,0.043975529043219,"e29863","e29884",29,29,"MFSD2A",84879,0.173508286790628
"ENSG00000131236","Exon",-0.185049286527427,0.174841212063469,"e29956","e30093",54,50,"CAP1",10487,0.359890498590897
"ENSG00000066136","Exon",-0.508348058002831,0.216196049563158,"e30616","e30607",63,53,"NFYC",4802,0.724544107565989
"ENSG00000198815","Exon",-0.315779311629592,0.203809912511468,"e31174","e31190",27,19,"FOXJ3",22887,0.519589224141059
"ENSG00000177181","Exon",-0.0979832168721178,0.172051635094661,"e31257","e31256",8,8,"RIMKLA",284716,0.270034851966779
"ENSG00000127125","Exon",-0.328609967493236,0.357795411817593,"e31305","e31288",18,16,"PPCS",79717,0.686405379310829
"ENSG00000186409","Exon",-0.489346908495293,0.289586913628511,"e31361","e31332",54,31,"CCDC30",728621,0.778933822123804
"ENSG00000164010","Exon",-0.570640501280878,0.206297053276155,"e31719","e31753",20,19,"ERMAP",114625,0.776937554557033
"ENSG00000228192","Exon",-0.0374892985018554,0.221430196056389,"e31767","e31771",11,6,"",NA,0.258919494558245
"ENSG00000179178","Exon",-0.302986695328829,0.513450677764721,"e31989","e31987",10,6,"TMEM125",128218,0.81643737309355
"ENSG00000066056","Exon",-0.092480950020355,0.227004392926936,"e32041","e32073",45,43,"TIE1",7075,0.319485342947291
"ENSG00000117400","Exon",-0.064043141018727,0.380743027912864,"e32087","e32094",14,9,"MPL",4352,0.444786168931591
"ENSG00000159479","Exon",-0.12854499995896,0.264007664888713,"e32237","e32242",16,16,"MED8",112950,0.392552664847672
"ENSG00000198198","Exon",-0.0796974733999016,0.410291096033479,"e32455","e32359",93,19,"SZT2",23334,0.489988569433381
"ENSG00000142949","Exon",-0.259322691887777,0.400555837521478,"e32571","e32552",67,18,"PTPRF",5792,0.659878529409256
"ENSG00000132768","Exon",-0.125028723249417,0.15416710854632,"e33441","e33397",38,37,"DPH2",1802,0.279195831795737
"ENSG00000117410","Exon",-0.0433067450277572,0.138814682710111,"e33462","e33452",33,33,"ATP6V0B",533,0.182121427737868
"ENSG00000159214","Exon",-0.27744146026273,0.395741542710036,"e33596","e33635",35,34,"CCDC24",149473,0.673183002972766
"ENSG00000178028","Exon",-0.207374732875564,0.222783665912966,"e33831","e33840",37,28,"DMAP1",55929,0.43015839878853
"ENSG00000117419","Exon",-0.298643296093443,0.244229756508075,"e33932","e33915",28,25,"ERI3",79033,0.542873052601519
"ENSG00000117425","Exon",-0.236947348785564,0.0682355599644917,"e34540","e34535",27,14,"PTCH2",8643,0.305182908750056
"ENSG00000132773","Exon",-0.370258288973993,0.00389019584383084,"e35221","e35233",19,17,"TOE1",114034,0.374148484817824
"ENSG00000117472","Exon",-0.108851093701521,0.0330701977945037,"e36046","e36065",25,17,"TSPAN1",10103,0.141921291496024
"ENSG00000085999","Exon",-0.493300027821622,0.144347776737132,"e36286","e36260",39,39,"RAD54L",8438,0.637647804558754
"ENSG00000079277","Exon",-0.268065121577444,0.412576165461141,"e36664","e36673",68,64,"MKNK1",8569,0.680641287038585
"ENSG00000228237","Exon",-0.291937621349125,0.375311078496752,"e36908","e36910",6,4,"EFCAB14-AS1",100130197,0.667248699845877
"ENSG00000162367","Exon",-0.0683309989106368,0.0456950243409841,"e37261","e37256",18,11,"TAL1",6886,0.114026023251621
"ENSG00000117834","Exon",-0.0462966991276728,0.267818885342765,"e37585","e37573",36,20,"SLC5A9",200010,0.314115584470438
"ENSG00000162374","Exon",-0.523295074965103,0.400028517066373,"e37820","e37778",28,21,"ELAVL4",1996,0.923323592031476
"ENSG00000185104","Exon",-0.170315007181515,0.216417840541499,"e37844","e37891",30,20,"FAF1",11124,0.386732847723014
"ENSG00000123080","Exon",-0.253647755859786,0.149457430186695,"e37934","e37930",7,3,"CDKN2C",1031,0.403105186046481
"ENSG00000117859","Exon",-0.273496345184261,0.397905865446731,"e38377","e38402",72,29,"OSBPL9",114883,0.671402210630992
"ENSG00000078618","Exon",-0.326032145346441,0.40156725938128,"e38890","e38752",54,45,"NRD1",4898,0.727599404727721
"ENSG00000117862","Exon",-0.320134467566031,0.231045812324212,"e38982","e38970",16,5,"TXNDC12",51060,0.551180279890243
"ENSG00000223390","Exon",-0.263496194213977,0.249644197027802,"e38984","e38985",2,2,"",NA,0.513140391241779
"ENSG00000081870","Exon",-0.255591838326644,0.218051886134398,"e40476","e40456",16,6,"HSPB11",51668,0.473643724461042
"ENSG00000256407","Exon",-0.316611768695809,0.28739047111124,"e40617","e40616",11,3,"",NA,0.604002239807049
"ENSG00000116221","Exon",-0.351015140092527,0.0447815220915319,"e40737","e40710",17,6,"MRPL37",51253,0.395796662184059
"ENSG00000157216","Exon",-0.541355074554618,0.572204999195272,"e40761","e40862",45,40,"SSBP3",23648,1.11356007374989
"ENSG00000243725","Exon",-0.105580166921464,0.401504043999452,"e41346","e41358",8,8,"TTC4",7268,0.507084210920916
"ENSG00000173406","Exon",-0.730841174818347,0.465334177110206,"e41842","e41845",40,35,"DAB1",1600,1.19617535192855
"ENSG00000226476","Exon",-0.0703880060009934,0.0336546767759132,"e42557","e42556",8,2,"",NA,0.104042682776907
"ENSG00000162604","Exon",-0.302527583788434,0.53280431411483,"e42770","e42749",33,32,"TM2D1",83941,0.835331897903263
"ENSG00000132849","Exon",-0.279816381743195,0.149916596146799,"e42950","e42952",69,35,"INADL",10207,0.429732977889994
"ENSG00000142856","Exon",-0.305026422141768,0.366893348263428,"e43467","e43476",38,29,"ITGB3BP",23421,0.671919770405196
"ENSG00000116675","Exon",-0.441545774365086,0.426936044271769,"e43962","e43959",34,34,"DNAJC6",9829,0.868481818636855
"ENSG00000116678","Exon",-0.250202279586459,0.292459094939968,"e44030","e44050",31,10,"LEPR",54741,0.542661374526427
"ENSG00000184588","Exon",-0.163553731781147,0.276359641833184,"e44134","e44151",55,23,"PDE4B",5142,0.439913373614331
"ENSG00000118473","Exon",-0.369610744273431,0.440046642362316,"e44331","e44435",56,38,"SGIP1",84251,0.809657386635747
"ENSG00000152763","Exon",-0.372993157697673,0.203223233810507,"e44480","e44510",40,21,"WDR78",79819,0.57621639150818
"ENSG00000198160","Exon",-0.287281536224222,0.151754282736047,"e44578","e44610",32,8,"MIER1",57708,0.439035818960269
"ENSG00000232284","Exon",-0.24486515888137,0.137858808413469,"e44994","e44974",18,7,"GNG12-AS1",100289178,0.382723967294839
"ENSG00000116729","Exon",-0.261186176820737,0.103449926909495,"e45060","e45027",42,35,"WLS",79971,0.364636103730232
"ENSG00000235079","Exon",-0.200436127556898,0.0626566931065489,"e45642","e45645",4,3,"ZRANB2-AS1",NA,0.263092820663447
"ENSG00000259030","Exon",-0.0406388195962879,0.325828062998111,"e45997","e45941",33,17,"FPGT-TNNI3K",100526835,0.366466882594399
"ENSG00000116783","Exon",-0.152685177102464,0.299855956917809,"e46077","e46090",19,15,"TNNI3K",100526835,0.452541134020273
"ENSG00000162621","Exon",-0.00274013483886501,0.169379249160143,"e46101","e46105",7,7,"LRRC53",NA,0.172119383999008
"ENSG00000178965","Exon",-0.405125848810348,0.447358698115601,"e46125","e46124",22,19,"C1orf173",127254,0.85248454692595
"ENSG00000154027","Exon",-0.0689879213949181,0.598751477554657,"e46768","e46775",40,40,"AK5",26289,0.667739398949575
"ENSG00000077254","Exon",-0.283681459303994,0.0198783166696198,"e47009","e46894",58,49,"USP33",23032,0.303559775973613
"ENSG00000162616","Exon",-0.236298248813159,0.450620087028639,"e47302","e47312",16,14,"DNAJB4",11080,0.686918335841798
"ENSG00000137960","Exon",-0.273313455294654,0.292087850489334,"e47314","e47315",8,7,"GIPC2",54810,0.565401305783989
"ENSG00000117114","Exon",-0.232673916538844,0.161737405054334,"e47903","e47528",59,13,"LPHN2",101927458,0.394411321593177
"ENSG00000117133","Exon",-0.0495854498934612,0.000559937899803849,"e48349","e48355",11,6,"RPF1",80135,0.0501453877932651
"ENSG00000174021","Exon",-0.225447859097847,0.158164903403398,"e48361","e48364",7,7,"GNG5",2787,0.383612762501245
"ENSG00000117155","Exon",-0.327502030112339,0.172892308220323,"e48569","e48491",39,32,"SSX2IP",117178,0.500394338332661
"ENSG00000153936","Exon",-0.266799454227599,0.519746170610989,"e49509","e49521",15,10,"HS2ST1",9653,0.786545624838588
"ENSG00000267272","Exon",-0.246054570315111,0.65543561237949,"e49559","e49543",21,16,"LINC01140",339524,0.901490182694601
"ENSG00000137944","Exon",-0.244620199472469,0.104000608936464,"e49775","e49757",22,7,"CCBL2",56267,0.348620808408933
"ENSG00000174842","Exon",-0.0734100863564646,0.0797272096996377,"e50891","e50908",28,10,"GLMN",11146,0.153137296056102
"ENSG00000223745","Exon",-0.294534815343677,0.415940498261653,"e51553","e51540",66,27,"",101930643,0.71047531360533
"ENSG00000137936","Exon",-0.205324232220864,0.439167092499509,"e51787","e51770",30,18,"BCAR3",8412,0.644491324720372
"ENSG00000117525","Exon",-0.16733821285768,0.0821381250362424,"e52244","e52240",12,12,"F3",2152,0.249476337893923
"ENSG00000117519","Exon",-0.35553534011953,0.0204236657428526,"e52440","e52433",22,22,"CNN3",1266,0.375959005862383
"ENSG00000188641","Exon",-0.289394780817322,0.381443240120911,"e52822","e52799",32,22,"DPYD",1806,0.670838020938233
"ENSG00000122477","Exon",-0.261703084532639,0.492178733071767,"e53432","e53416",12,10,"LRRC39",127495,0.753881817604405
"ENSG00000137996","Exon",-0.273289363990169,0.0955086999019502,"e53489","e53475",21,13,"RTCA",8634,0.368798063892119
"ENSG00000181656","Exon",-0.0370457587490192,0.290611653582142,"e53618","e53617",2,2,"GPR88",54112,0.327657412331161
"ENSG00000225938","Exon",-0.0189862723570491,0.130088237523712,"e53847","e53848",2,2,"",101928370,0.149074509880761
"ENSG00000170989","Exon",-0.182756693240648,0.121663677866977,"e53853","e53850",6,6,"S1PR1",1901,0.304420371107625
"ENSG00000162631","Exon",-0.160465932220824,0.371272293472793,"e54609","e54554",32,25,"NTNG1",22854,0.531738225693617
"ENSG00000121957","Exon",-0.176939999335079,0.250846037501043,"e55312","e55311",26,2,"GPSM2",29899,0.427786036836122
"ENSG00000179902","Exon",-0.0100195700875029,0.0554784073391515,"e55590","e55571",12,7,"C1orf194",127003,0.0654979774266544
"ENSG00000116299","Exon",-0.224926610239805,0.150651367790846,"e55736","e55595",49,35,"KIAA1324",57535,0.375577978030651
"ENSG00000143106","Exon",-0.180865144134733,0.241842039910571,"e56001","e55992",19,2,"PSMA5",5686,0.422707184045305
"ENSG00000162650","Exon",-0.312155316649467,0.262165637257557,"e56062","e56071",25,7,"ATXN7L2",127002,0.574320953907024
"ENSG00000174151","Exon",-0.177274671708633,0.217056976117034,"e56073","e56093",20,20,"CYB561D1",284613,0.394331647825667
"ENSG00000116337","Exon",-0.31905540354473,0.418064139506364,"e56164","e56208",70,65,"AMPD2",271,0.737119543051094
"ENSG00000258634","Exon",-0.00605186470810468,0.0289103760205558,"e56947","e56948",2,2,"",NA,0.0349622407286605
"ENSG00000168679","Exon",-0.177982530960274,0.300711053191076,"e57055","e57023",21,19,"SLC16A4",9122,0.47869358415135
"ENSG00000143125","Exon",-0.112900814120377,0.0816455406541822,"e57227","e57228",3,3,"PROK1",84432,0.19454635477456
"ENSG00000134255","Exon",-0.446511607532083,0.148804289553107,"e57438","e57393",24,11,"CEPT1",10390,0.595315897085189
"ENSG00000116459","Exon",-0.143704338403219,0.0581250758064291,"e57881","e57887",19,10,"ATP5F1",515,0.201829414209648
"ENSG00000121933","Exon",-0.0259749279932047,0.441975357753761,"e57959","e57955",23,13,"ADORA3",140,0.467950285746966
"ENSG00000197852","Exon",-0.303152455231051,0.39659205407671,"e58041","e58034",17,14,"FAM212B",101928718,0.699744509307761
"ENSG00000134245","Exon",-0.419103603081099,0.454086438245484,"e58150","e58161",11,11,"WNT2B",7482,0.873190041326583
"ENSG00000116489","Exon",-0.0668993715168932,0.152965569359164,"e58463","e58459",21,19,"CAPZA1",829,0.219864940876058
"ENSG00000155363","Exon",-0.272165173169874,0.130597140631006,"e58513","e58625",61,39,"MOV10",4343,0.40276231380088
"ENSG00000225075","Exon",-0.148458179604357,0.0118570598045704,"e58657","e58656",3,2,"",NA,0.160315239408927
"ENSG00000155366","Exon",-0.0275511368591293,0.264933981894881,"e58727","e58731",47,47,"RHOC",389,0.29248511875401
"ENSG00000116793","Exon",-0.252143109922995,0.249020851065545,"e59166","e59067",41,4,"PHTF1",10745,0.50116396098854
"ENSG00000009307","Exon",-0.342033024682396,0.297578596454254,"e60138","e59992",51,50,"CSDE1",7812,0.63961162113665
"ENSG00000177551","Exon",-0.346702559183101,0.0478937772912109,"e60418","e60422",6,6,"NHLH2",4808,0.394596336474312
"ENSG00000116815","Exon",-0.068267985297076,0.0264032344962414,"e60605","e60608",13,13,"CD58",965,0.0946712197933174
"ENSG00000134256","Exon",-0.479418031986215,0.605187387665471,"e60699","e60717",16,16,"CD101",9398,1.08460541965169
"ENSG00000236137","Exon",-0.129021568042509,0.265551219785991,"e60725","e60727",6,2,"",101929099,0.394572787828499
"ENSG00000116830","Exon",-0.0314965893600538,0.283250887765053,"e60755","e60749",38,25,"TTF2",8458,0.314747477125106
"ENSG00000116874","Exon",-0.187665306630786,0.218845273552858,"e61130","e61141",16,11,"WARS2",10352,0.406510580183645
"ENSG00000188610","Exon",-0.541381722470124,0.178850326561856,"e61477","e61473",16,16,"FAM72B",653820,0.72023204903198
"ENSG00000198019","Exon",-0.0477049514567204,0.0359885367010161,"e61510","e61514",17,9,"FCGR1B",100132417,0.0836934881577365
